Typ ; Linje ; JourneyID ; Dagar ; JourneyIDRef
2 ; Buss 2 ; 9015014675200058 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=435660%2F161266%2F641798%2F175696%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103088 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=630354%2F217930%2F751532%2F165651%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101092 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=346230%2F116672%2F172002%2F29412%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100086 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=392679%2F131305%2F266586%2F2400%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300040 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=496671%2F166013%2F241994%2F44562%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400072 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=798042%2F266504%2F525298%2F3366%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200064 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=306180%2F102482%2F977218%2F386549%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200060 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=566265%2F191753%2F695874%2F159182%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000065 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=603045%2F209657%2F279530%2F61252%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103090 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=566022%2F196487%2F147706%2F114824%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120187 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=859806%2F287876%2F970148%2F198472%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110002%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103092 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=518670%2F180702%2F41456%2F152166%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110101098 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=940323%2F314703%2F646050%2F9588%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000067 ; måndag, tisdag, onsdag, torsdag, fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=476778%2F167568%2F620796%2F151475%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103094 ; måndag, tisdag, onsdag, torsdag, fredag, lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=681090%2F234843%2F11666%2F221201%2F80%3Fdate%3D2018-03-05%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400056 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=904854%2F304723%2F552354%2F25441%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100059 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=452112%2F153750%2F903008%2F300800%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300056 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=820230%2F276500%2F802066%2F127623%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200059 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=182166%2F79424%2F633318%2F255937%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100060 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=268806%2F92660%2F249596%2F35196%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200060 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=952098%2F333420%2F947798%2F156533%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100088 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=518739%2F173326%2F834048%2F244111%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400074 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=720981%2F240818%2F846066%2F182706%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200066 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=971961%2F324410%2F450260%2F98857%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100061 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=956781%2F321973%2F196284%2F220786%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300058 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=966996%2F325422%2F734162%2F44750%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200061 ; fredag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=451305%2F169137%2F326042%2F12587%2F80%3Fdate%3D2018-03-09%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100062 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=297759%2F102311%2F451182%2F126339%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200062 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=516144%2F188102%2F87384%2F128357%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103000 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=668610%2F230651%2F942354%2F248307%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100090 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=514707%2F171982%2F524634%2F90749%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300042 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=332715%2F111363%2F4874%2F108468%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400076 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=757296%2F252923%2F700486%2F97812%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200068 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=748848%2F250040%2F810128%2F155448%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000069 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=646995%2F224308%2F80396%2F175467%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103002 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=638763%2F220703%2F61504%2F182169%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100092 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=890295%2F297178%2F618330%2F12402%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400078 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=349548%2F117007%2F84962%2F74037%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200070 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=706641%2F235971%2F323532%2F73782%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000071 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=337944%2F121291%2F174998%2F25150%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103006 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=754905%2F259419%2F690034%2F93382%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100094 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=145614%2F48951%2F805206%2F354068%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200072 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=202326%2F67866%2F298494%2F81807%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000073 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=879447%2F301792%2F482748%2F51777%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103010 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=611730%2F211696%2F395168%2F6326%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Västtågen ; 9015014132103014 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=671481%2F231611%2F87578%2F180039%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110004%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100602 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=375021%2F125421%2F5620%2F122197%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300602 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=385725%2F129035%2F831966%2F287408%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400602 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=45276%2F15585%2F378542%2F174179%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000075 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=373602%2F133174%2F318982%2F34957%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
TÅG ; Öresundståg ; 9015030110120162 ; lördag, söndag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=105525%2F41375%2F160724%2F45187%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110003%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100606 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=206976%2F69407%2F297240%2F79628%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300604 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=538755%2F180045%2F4636%2F177268%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200602 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=977448%2F326249%2F125256%2F263188%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000077 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=750201%2F258707%2F456502%2F21817%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100608 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=262938%2F88061%2F436702%2F130706%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300606 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=951141%2F317507%2F429436%2F102331%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400606 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=659154%2F220213%2F86122%2F176657%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200604 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=312894%2F104727%2F172546%2F18025%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000079 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=52659%2F26193%2F161982%2F63440%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200063 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=39711%2F31933%2F96468%2F34997%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100064 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=118737%2F42631%2F561514%2F241178%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400058 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=679080%2F229462%2F819396%2F183338%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200064 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=577035%2F208393%2F619646%2F117478%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100610 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=342774%2F114673%2F458240%2F114864%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300608 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=910188%2F303856%2F679316%2F36265%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400608 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=855636%2F285707%2F596128%2F12853%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200608 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=837837%2F279710%2F82338%2F238110%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200062 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=548622%2F185873%2F554962%2F94607%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100063 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=299148%2F102755%2F475154%2F137861%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000081 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=459072%2F161664%2F438592%2F66275%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300060 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=505020%2F176996%2F704240%2F183780%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200065 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=395892%2F150660%2F700444%2F218259%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110006%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100612 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=500661%2F167304%2F240276%2F46749%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400610 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=586212%2F195892%2F816054%2F212623%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100066 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=123126%2F44094%2F473088%2F195503%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110011%26station_type%3Ddep%26format%3Djson%26"}
4 ; Buss 4 ; 9015014675400060 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=151029%2F53445%2F224542%2F61929%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110013%26station_type%3Ddep%26format%3Djson%26"}
2 ; Buss 2 ; 9015014675200066 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=364266%2F137470%2F59988%2F91429%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110012%26station_type%3Ddep%26format%3Djson%26"}
731 ; Buss 731 ; 9015014673100614 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=805404%2F268883%2F139164%2F198889%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110008%26station_type%3Ddep%26format%3Djson%26"}
733 ; Buss 733 ; 9015014673300610 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=867741%2F289707%2F99574%2F239464%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110014%26station_type%3Ddep%26format%3Djson%26"}
734 ; Buss 734 ; 9015014673400612 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=827010%2F276165%2F614294%2F31479%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110015%26station_type%3Ddep%26format%3Djson%26"}
732 ; Buss 732 ; 9015014673200612 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=517452%2F172915%2F781504%2F218269%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110009%26station_type%3Ddep%26format%3Djson%26"}
742 ; Buss 742 ; 9015014674200064 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=166755%2F58585%2F319738%2F104284%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110010%26station_type%3Ddep%26format%3Djson%26"}
1 ; Buss 1 ; 9015014675100065 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=366045%2F125054%2F785380%2F270676%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110005%26station_type%3Ddep%26format%3Djson%26"}
720 ; Buss 720 ; 9015014672000083 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=30876%2F18932%2F844788%2F412106%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110018%26station_type%3Ddep%26format%3Djson%26"}
3 ; Buss 3 ; 9015014675300062 ; lördag ; {"ref":"https://api.vasttrafik.se/bin/rest.exe/v2/journeyDetail?ref=759126%2F261698%2F848802%2F171360%2F80%3Fdate%3D2018-03-10%26station_evaId%3D19110007%26station_type%3Ddep%26format%3Djson%26"}
